GeneIndex;Weight
0; 0,390298
1; 0,06440388
2; -0,4140973
3; 0,6713859
4; -0,4874548
5; 0,5812728
6; 0,1663997
7; -0,1920594
8; 0,5478942
9; -0,1879707
10; 0,6219221
11; 0,8725366
12; 0,5034378
13; 0,795802
14; 1
15; -0,4239544
16; 0,8012911
17; -0,619482
18; 0,1459948
19; 0,1291277
20; -0,3280877
21; 0,9680025
22; -0,9948537
23; 0,7779427
24; -0,8811368
25; 0,5096703
26; 0,8685892
27; -0,4083678
28; 0,4966938
29; -0,5974051
30; 0,2896149
31; -0,1864256
32; 0,8168263
33; 0,2673386
34; 0,9360752
35; 0,7738255
36; -0,04598428
37; 0,3346681
38; 0,3835457
39; 0,286268
40; 0,319265
41; -0,9184281
42; -0,4770444
43; -0,5045171
44; 0,7831088
45; -0,9339471
46; -0,5739399
47; 0,553807
48; 0,8010682
49; 0,1084948
50; 0,8672501
51; 0,8425624
52; 0,7838413
53; 0,2175191
54; -1
55; -0,6767741
56; 0,1968138
57; -0,5571741
58; 0,9021031
59; 0,6050632
60; 0,6933266
61; -0,7366671
62; 0,06533369
63; -0,6171499
64; 0,344019
65; 0,7657686
66; 0,8442972
67; 0,1664402
68; -0,3374564
69; 0,1217776
70; -0,6362936
71; -0,8688859
72; -0,6478871
73; -0,02157148
74; 0,1944008
75; 0,003606968
76; 0,4554556
77; -0,574622
78; 0,9007512
79; 0,6508827
80; -0,0656237
81; -0,1557524
82; 0,06796863
83; 0,5512035
84; -0,6280926
85; -0,2897032
86; 0,0713269
87; -0,1410125
88; 0,2627517
89; 0,3999825
90; -0,004880331
91; 0,5667958
92; -0,3128266
93; 0,3292764
94; 0,527338
95; -0,5605763
96; -0,4151954
97; -0,1975729
98; 0,1092358
99; -0,6963195
100; -0,5409695
101; -0,6597332
102; 0,5064025
103; -0,08996352
104; -0,07752048
105; 0,8892611
106; 0,2821838
107; 0,7936732
108; 0,8234146
109; 0,3925985
110; 0,2611758
111; -0,4608258
112; -0,02645172
113; -0,002255235
114; 0,7240748
115; 0,4954119
116; 0,6057092
117; -0,8115278
118; -0,5922899
119; -0,8354988
120; -0,9013683
121; 0,3584561
122; 0,3927403
123; 0,1151411
124; -0,7470565
125; 0,7667525
126; -0,02820806
127; 0,9060506
128; 0,6553462
129; 0,7554374
130; -0,550009
131; 1
132; 0,6764661
133; -0,2990271
134; 0,1200753
135; 0,04977477
136; -0,4627258
137; -0,8877544
138; -0,03983416
139; -1
140; 0,04465986
141; 0,4883488
142; 0,6723355
143; 0,5032158
144; 0,3390511
145; -0,244705
146; 0,08308223
147; -0,02021611
148; -0,4343389
149; -0,8715474
150; 0,3858291
151; 0,1191496
152; -0,6189843
153; 1
154; 0,6699037
155; -0,6048437
156; 0,5393988
157; 0,1481887
158; -0,5458456
159; -0,6021644
160; -0,3738974
161; -0,4546259
162; 0,1042822
163; 0,3650841
164; 0,2309054
165; 0,8473032
166; -0,3697887
167; 1
168; -0,2555091
169; -0,8559996
170; 0,2413302
171; -0,0868064
172; -0,6140648
173; -1
174; -0,5040015
175; 0,3801573
176; -0,2700712
177; -0,6657686
178; -0,4944005
179; 0,5674447
180; -0,7783784
181; 0,3155021
182; 0,9684037
183; -0,9307676
184; -0,5872548
185; -0,7561073
186; -0,8752235
187; -0,8691835
188; 0,8494887
189; -0,8924221
190; -0,09126173
191; -0,9302022
192; -0,3796383
193; -0,2177628
194; -0,6168543
195; -0,005357049
196; -0,930067
197; -0,4117958
198; -0,4071606
199; 0,6127977
200; -0,2742029
201; -0,669229
202; -0,2262023
203; -0,2297095
204; 0,546982
205; 0,9759085
206; 0,7418175
207; 0,08831544
208; -0,2734946
209; 0,1002687
210; 0,6525339
211; -0,08916831
212; 0,7881273
213; 0,2597315
214; 0,7330169
215; -0,9304069
216; 0,430058
217; -0,1499273
218; -0,7927177
219; -0,7004919
220; -0,111821
221; -0,4268577
222; 0,1372987
223; 0,001554992
224; -0,8268189
225; 0,4861868
226; 0,1800036
227; 0,8442652
228; 0,3703392
229; 0,9934363
230; 0,06383164
231; -0,3110341
232; 0,9191396
233; 0,1907342
234; 0,6191465
235; -0,2909142
236; 0,2852546
237; -0,6950283
238; 0,1081565
239; -0,6797783
240; 0,96481
241; -0,3518052
242; 0,8400174
243; -1
244; -0,9868374
245; -0,7274027
246; -0,002294891
247; 0,2990113
248; -0,8807009
249; 0,3463504
250; -0,7097246
251; -0,003001884
252; 0,1354322
253; 0,1558019
254; -0,2571511
255; -0,3844416
256; 0,2567064
257; -0,164299
258; -0,70579
259; -0,7787749
260; -0,6747068
261; 0,6500245
262; 0,6564397
263; 0,1908418
264; 0,61536
265; -0,1179572
266; -0,105071
267; -0,7359195
268; 0,5901186
269; -0,1888664
270; 0,7791963
271; -0,92123
272; 0,2108394
273; -0,7470115
274; 0,5097609
275; -0,8741622
276; 0,3112521
277; -0,9452555
278; 0,4804553
279; 0,3620403
280; -0,2025113
281; 0,4885234
282; -0,5586655
283; -0,6957246
284; 0,6267791
285; -0,591789
286; 0,1427515
287; -0,458734
288; 0,09645145
289; -0,1750787
